,event1,eid1,event2,eid2,signal,annotation,Doc name,Doc ID,sentence
110,found,e57,engineered,e58,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
111,tossed,e56,ruled,e54,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
112,tossed,e56,weakened,e55,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
113,tossed,e56,engineered,e58,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
114,ruled,e54,weakened,e55,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
115,ruled,e54,engineered,e58,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
116,weakened,e55,engineered,e58,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
117,got,e60,wants,e61,want,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
118,got,e60,said,e62,want,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
119,wants,e61,said,e62,want,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
120,said,e70,adding,e71,want,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"No, "" Prewitt said, adding that it's up to the voters to decide whether they want to throw someone out of office."
121,said,e70,adding,e71,decide,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"No, "" Prewitt said, adding that it's up to the voters to decide whether they want to throw someone out of office."
122,mandated,e98,trying,e96,try,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
123,mandated,e98,said,e95,try,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
124,trying,e96,said,e95,try,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
125,given,e55,seen,e53,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
126,given,e55,damaged,e54,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
127,given,e55,come,e52,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
128,seen,e53,damaged,e54,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
129,seen,e53,come,e52,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
130,damaged,e54,come,e52,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
131,trusted,e59,say,e58,decide,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,Other experts say the problem could be more long-lasting if consumers who once trusted the Toyota brand decide to shop elsewhere.
132,stating,e2,extended,e1,idea,0,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
133,stating,e2,extended,e1,consider,0,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
134,stating,e2,extended,e1,plan,0,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
135,addressed,e24,said,e23,idea,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Senate Minority Leader Mitch McConnell, R-Kentucky, said the president's ideas were little more than a few items "" inadequately addressed in a 2,700-page bill. """
136,said,e38,send,e40,plan,0,2010.03.02.health.care.tml,2010.03.02.health.care,Multiple Democratic sources have said the emerging consensus plan is for the House of Representatives to pass the Senate bill and send it to Obama.
137,criticized,e48,arguing,e49,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
138,criticized,e48,intended,e50,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
139,criticized,e48,used,e51,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
140,arguing,e49,intended,e50,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
141,arguing,e49,used,e51,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
142,intended,e50,used,e51,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
143,issued,e45,aimed,e46,aim,0,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,Charlie Crist issued an order Tuesday aimed at helping farmers salvage what they can by lifting weight limits on trucks so already-harvested crops can more easily reach markets.
144,addressed,e5,killed,e6,attempt,0,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
145,addressed,e5,warned,e7,attempt,0,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
146,killed,e6,warned,e7,attempt,0,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
147,attempt,e18,trapped,e21,attempt,0,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Most of the protesters attempt to scatter, but one truck drives into a group trapped in a narrow street."
148,asked,e7,said,e9,plan,0,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"When asked about Tuesday's meeting between Israeli Ambassador Gabby Levy and Turkish officials, the Israeli Foreign Ministry said it was pre-planned."
149,want,e19,criticized,e22,want,0,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday."
150,asked,e4,met,e6,support,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
151,asked,e4,discuss,e7,support,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
152,met,e6,discuss,e7,support,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
153,seek,e18,battered,e16,seek,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
154,seek,e18,forced,e17,seek,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
155,battered,e16,forced,e17,seek,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
156,preferred,e26,fuelled,e23,consider,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"Growing anxiety about JAL's financial condition has been fuelled by media reports that the state-sponsored Enterprise Turnaround Initiative Corporation, which is considering whether to take on JAL's restructuring, preferred a court-backed rehabilitation of the airline similar to Chapter 11 in the US."
157,oppose,e34,appeared,e33,plan,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"Haruka Nishimatsu, JAL'S president, appeared to oppose a court-backed plan in comments made to the Asahi newspaper."""
158,quoted,e38,saying,e39,want,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
159,quoted,e38,want,e37,want,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
160,saying,e39,want,e37,want,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
161,banned,e4,stage,e2,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
162,banned,e4,receives,e3,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
163,stage,e2,receives,e3,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
164,prepared,e5,known,e6,prepare,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"British Home Secretary Alan Johnson prepared an order Tuesday proscribing Al-Muhajiroun, also known as Islam4UK."""
165,considered,e16,said,e17,consider,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The proscription does not need approval by Parliament, because it is considered an amendment to the act, said the Home Office spokeswoman, who did not give her name in line with policy."""
166,said,e55,said,e51,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The Home Office had said the march would be illegal if the group were banned, but the decision to proscribe the group was not caused only by its plans for the march, the Home Office said."
167,said,e55,banned,e52,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The Home Office had said the march would be illegal if the group were banned, but the decision to proscribe the group was not caused only by its plans for the march, the Home Office said."
168,said,e51,banned,e52,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The Home Office had said the march would be illegal if the group were banned, but the decision to proscribe the group was not caused only by its plans for the march, the Home Office said."
169,banned,e67,participate,e69,prepare,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"According to the law, groups can be banned if they commit or participate in terrorism ; prepare for terrorism ; or promote or encourage terrorism."
170,believe,e32,shown,e31,demand,0,2010.03.02.japan.unemployment.ft.tml,2010.03.02.japan.unemployment.ft,"Domestic demand remains depressed, while surveys have shown the majority of firms believe current staffing levels are excessive."
171,say,e21,used,e19,prepare,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"ETA has traditionally used France as its rearguard logistics and planning base to prepare attacks across the border in Spain, officials say."
172,told,e28,considered,e29,consider,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"At the time, French Interior Minister Brice Hortefeux told CNN affiliate BFM-TV, "" France has long been considered as a logistical base for ETA."
173,strike,e33,established,e30,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
174,strike,e33,strike,e32,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
175,strike,e33,decided,e31,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
176,established,e30,strike,e32,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
177,established,e30,decided,e31,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
178,strike,e32,decided,e31,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
179,signify,e41,replaced,e38,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
180,signify,e41,warned,e40,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
181,signify,e41,said,e39,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
182,replaced,e38,warned,e40,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
183,replaced,e38,said,e39,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
184,warned,e40,said,e39,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
185,said,e8,build,e12,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
186,said,e8,rolling,e9,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
187,build,e12,rolling,e9,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
188,said,e8,build,e12,attempt,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
189,said,e8,rolling,e9,attempt,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
190,build,e12,rolling,e9,attempt,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
191,targeting,e21,originating,e20,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
192,targeting,e21,came,e18,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
193,targeting,e21,calls,e19,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
194,originating,e20,came,e18,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
195,originating,e20,calls,e19,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
196,came,e18,calls,e19,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
197,targeting,e21,originating,e20,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
198,targeting,e21,came,e18,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
199,targeting,e21,calls,e19,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
200,originating,e20,came,e18,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
201,originating,e20,calls,e19,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
202,came,e18,calls,e19,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
203,gathered,e35,express,e36,support,1,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Several Google users and fans gathered in front of the company's China headquarters in northwest Beijing to express support for Internet freedom.
204,continue,e49,says,e46,negotiation,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,It says it will seek negotiations over the next few weeks to determine whether it is possible to continue to operate within China.
205,continue,e49,says,e46,seek,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,It says it will seek negotiations over the next few weeks to determine whether it is possible to continue to operate within China.
206,agreeing,e71,drew,e69,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China."""
207,agreeing,e71,Known,e67,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China."""
208,drew,e69,Known,e67,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China."""
209,paying,e74,says,e75,idea,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International."""
210,paying,e74,revisited,e73,idea,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International."""
211,says,e75,revisited,e73,idea,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International."""
212,needs,e77,pointing,e76,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"By pointing this out now, Google is a great example and it needs to be discussed in other corporations, in other board rooms. """
213,launched,e79,struggled,e81,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Google, which launched its China-based search engine in 2006, has struggled for business in China since its inception."
214,returns,e82,blocked,e86,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
215,returns,e82,slowed,e85,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
216,returns,e82,created,e83,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
217,blocked,e86,slowed,e85,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
218,blocked,e86,created,e83,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
219,slowed,e85,created,e83,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
220,dwarfed,e91,dominates,e93,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Still, Google is dwarfed by Baidu.com, the leading Chinese search engine which dominates the majority of the search market in mainland China."
221,hoping,e2,made,e1,mean,0,2010.01.18.sherlock.holmes.tourism.london.tml,2010.01.18.sherlock.holmes.tourism.london,Sherlock Holmes the movie has already made more than $300 million at the box office worldwide and British tourism officials are hoping it means money for them too.
222,noticed,e22,told,e21,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Kit Bingham, principal at executive search firm Odgers Berndtson, told CNN, "" What gets noticed is success, so the way to get noticed [ by search firms ] is to be very good at your job."""
223,quoted,e43,said,e48,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Get your name into print "" Being quoted in the media is something the executive search firms will pick up on and take notice of, "" said Ispahani."
224,quoted,e43,Get,e42,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Get your name into print "" Being quoted in the media is something the executive search firms will pick up on and take notice of, "" said Ispahani."
225,said,e48,Get,e42,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Get your name into print "" Being quoted in the media is something the executive search firms will pick up on and take notice of, "" said Ispahani."
226,raising,e91,said,e92,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Online networks like LinkedIn, which is for professionals, are a good way of sharing your network, joining other people's, and raising your visibility, "" said Iraj Ispahani, of executive search firm Korn / Ferry Whitehead Mann."""
227,help,e115,find,e116,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,A Web search will help find the firms that fit your needs.
228,help,e155,perceived,e153,try,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"If you're perceived to have been helpful, people will try to help you. """
