event1,eid1,event2,eid2,signal,annotation,Doc name,Doc ID,sentence
found,e57,engineered,e58,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,e56,ruled,e54,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,e56,weakened,e55,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,e56,engineered,e58,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
ruled,e54,weakened,e55,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
ruled,e54,engineered,e58,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
weakened,e55,engineered,e58,plan,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
got,e60,wants,e61,want,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
got,e60,said,e62,want,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
wants,e61,said,e62,want,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
said,e70,adding,e71,want,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"No, "" Prewitt said, adding that it's up to the voters to decide whether they want to throw someone out of office."
said,e70,adding,e71,decide,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"No, "" Prewitt said, adding that it's up to the voters to decide whether they want to throw someone out of office."
mandated,e98,trying,e96,try,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
mandated,e98,said,e95,try,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
trying,e96,said,e95,try,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
given,e55,seen,e53,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
given,e55,damaged,e54,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
given,e55,come,e52,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
seen,e53,damaged,e54,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
seen,e53,come,e52,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
damaged,e54,come,e52,end,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
trusted,e59,say,e58,decide,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,Other experts say the problem could be more long-lasting if consumers who once trusted the Toyota brand decide to shop elsewhere.
stating,e2,extended,e1,idea,0,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
stating,e2,extended,e1,consider,0,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
stating,e2,extended,e1,plan,0,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
addressed,e24,said,e23,idea,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Senate Minority Leader Mitch McConnell, R-Kentucky, said the president's ideas were little more than a few items "" inadequately addressed in a 2,700-page bill. """
said,e38,send,e40,plan,0,2010.03.02.health.care.tml,2010.03.02.health.care,Multiple Democratic sources have said the emerging consensus plan is for the House of Representatives to pass the Senate bill and send it to Obama.
criticized,e48,arguing,e49,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
criticized,e48,intended,e50,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
criticized,e48,used,e51,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
arguing,e49,intended,e50,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
arguing,e49,used,e51,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
intended,e50,used,e51,intend,0,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
issued,e45,aimed,e46,aim,0,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,Charlie Crist issued an order Tuesday aimed at helping farmers salvage what they can by lifting weight limits on trucks so already-harvested crops can more easily reach markets.
addressed,e5,killed,e6,attempt,0,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
addressed,e5,warned,e7,attempt,0,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
killed,e6,warned,e7,attempt,0,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
attempt,e18,trapped,e21,attempt,0,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Most of the protesters attempt to scatter, but one truck drives into a group trapped in a narrow street."
asked,e7,said,e9,plan,0,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"When asked about Tuesday's meeting between Israeli Ambassador Gabby Levy and Turkish officials, the Israeli Foreign Ministry said it was pre-planned."
want,e19,criticized,e22,want,0,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday."
asked,e4,met,e6,support,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
asked,e4,discuss,e7,support,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
met,e6,discuss,e7,support,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
seek,e18,battered,e16,seek,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
seek,e18,forced,e17,seek,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
battered,e16,forced,e17,seek,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
preferred,e26,fuelled,e23,consider,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"Growing anxiety about JAL's financial condition has been fuelled by media reports that the state-sponsored Enterprise Turnaround Initiative Corporation, which is considering whether to take on JAL's restructuring, preferred a court-backed rehabilitation of the airline similar to Chapter 11 in the US."
oppose,e34,appeared,e33,plan,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"Haruka Nishimatsu, JAL'S president, appeared to oppose a court-backed plan in comments made to the Asahi newspaper."""
quoted,e38,saying,e39,want,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
quoted,e38,want,e37,want,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
saying,e39,want,e37,want,0,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
banned,e4,stage,e2,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
banned,e4,receives,e3,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
stage,e2,receives,e3,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
prepared,e5,known,e6,prepare,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"British Home Secretary Alan Johnson prepared an order Tuesday proscribing Al-Muhajiroun, also known as Islam4UK."""
considered,e16,said,e17,consider,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The proscription does not need approval by Parliament, because it is considered an amendment to the act, said the Home Office spokeswoman, who did not give her name in line with policy."""
said,e55,said,e51,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The Home Office had said the march would be illegal if the group were banned, but the decision to proscribe the group was not caused only by its plans for the march, the Home Office said."
said,e55,banned,e52,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The Home Office had said the march would be illegal if the group were banned, but the decision to proscribe the group was not caused only by its plans for the march, the Home Office said."
said,e51,banned,e52,plan,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The Home Office had said the march would be illegal if the group were banned, but the decision to proscribe the group was not caused only by its plans for the march, the Home Office said."
banned,e67,participate,e69,prepare,0,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"According to the law, groups can be banned if they commit or participate in terrorism ; prepare for terrorism ; or promote or encourage terrorism."
believe,e32,shown,e31,demand,0,2010.03.02.japan.unemployment.ft.tml,2010.03.02.japan.unemployment.ft,"Domestic demand remains depressed, while surveys have shown the majority of firms believe current staffing levels are excessive."
say,e21,used,e19,prepare,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"ETA has traditionally used France as its rearguard logistics and planning base to prepare attacks across the border in Spain, officials say."
told,e28,considered,e29,consider,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"At the time, French Interior Minister Brice Hortefeux told CNN affiliate BFM-TV, "" France has long been considered as a logistical base for ETA."
strike,e33,established,e30,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
strike,e33,strike,e32,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
strike,e33,decided,e31,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
established,e30,strike,e32,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
established,e30,decided,e31,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
strike,e32,decided,e31,decide,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"We have established a close cooperation with Spanish authorities, and we decided to strike, and strike hard because France does n't have to welcome terrorists. """
signify,e41,replaced,e38,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
signify,e41,warned,e40,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
signify,e41,said,e39,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
replaced,e38,warned,e40,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
replaced,e38,said,e39,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
warned,e40,said,e39,end,0,2010.03.17.france.eta.policeman.tml,2010.03.17.france.eta.policeman,"After each such arrest, ETA replaced the top leader, Rubalcaba said, and he warned that the latest arrests do not signify the end of ETA."""
said,e8,build,e12,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
said,e8,rolling,e9,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
build,e12,rolling,e9,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
said,e8,build,e12,attempt,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
said,e8,rolling,e9,attempt,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
build,e12,rolling,e9,attempt,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Google said it was rolling back its self-censorship this week in a move that seems to indicate that -- despite attempts to build strong government relations and retool its own stated ethics -- the search engine has finally had enough of doing business the China way.
targeting,e21,originating,e20,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
targeting,e21,came,e18,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
targeting,e21,calls,e19,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
originating,e20,came,e18,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
originating,e20,calls,e19,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
came,e18,calls,e19,target,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
targeting,e21,originating,e20,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
targeting,e21,came,e18,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
targeting,e21,calls,e19,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
originating,e20,came,e18,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
originating,e20,calls,e19,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
came,e18,calls,e19,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists."
gathered,e35,express,e36,support,1,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,Several Google users and fans gathered in front of the company's China headquarters in northwest Beijing to express support for Internet freedom.
continue,e49,says,e46,negotiation,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,It says it will seek negotiations over the next few weeks to determine whether it is possible to continue to operate within China.
continue,e49,says,e46,seek,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,It says it will seek negotiations over the next few weeks to determine whether it is possible to continue to operate within China.
agreeing,e71,drew,e69,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China."""
agreeing,e71,Known,e67,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China."""
drew,e69,Known,e67,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Known for its slogan "" do n't do evil, "" Google's new position drew praise from supporters of free speech, who in the past have been critical of the search engine for agreeing to government censorship as a condition for opening its doors in China."""
paying,e74,says,e75,idea,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International."""
paying,e74,revisited,e73,idea,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International."""
says,e75,revisited,e73,idea,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International."""
needs,e77,pointing,e76,point,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"By pointing this out now, Google is a great example and it needs to be discussed in other corporations, in other board rooms. """
launched,e79,struggled,e81,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Google, which launched its China-based search engine in 2006, has struggled for business in China since its inception."
returns,e82,blocked,e86,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
returns,e82,slowed,e85,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
returns,e82,created,e83,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
blocked,e86,slowed,e85,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
blocked,e86,created,e83,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
slowed,e85,created,e83,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
dwarfed,e91,dominates,e93,search,0,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"Still, Google is dwarfed by Baidu.com, the leading Chinese search engine which dominates the majority of the search market in mainland China."
hoping,e2,made,e1,mean,0,2010.01.18.sherlock.holmes.tourism.london.tml,2010.01.18.sherlock.holmes.tourism.london,Sherlock Holmes the movie has already made more than $300 million at the box office worldwide and British tourism officials are hoping it means money for them too.
noticed,e22,told,e21,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Kit Bingham, principal at executive search firm Odgers Berndtson, told CNN, "" What gets noticed is success, so the way to get noticed [ by search firms ] is to be very good at your job."""
quoted,e43,said,e48,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Get your name into print "" Being quoted in the media is something the executive search firms will pick up on and take notice of, "" said Ispahani."
quoted,e43,Get,e42,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Get your name into print "" Being quoted in the media is something the executive search firms will pick up on and take notice of, "" said Ispahani."
said,e48,Get,e42,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Get your name into print "" Being quoted in the media is something the executive search firms will pick up on and take notice of, "" said Ispahani."
raising,e91,said,e92,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Online networks like LinkedIn, which is for professionals, are a good way of sharing your network, joining other people's, and raising your visibility, "" said Iraj Ispahani, of executive search firm Korn / Ferry Whitehead Mann."""
help,e115,find,e116,search,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,A Web search will help find the firms that fit your needs.
help,e155,perceived,e153,try,0,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"If you're perceived to have been helpful, people will try to help you. """