,event1,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence,annotation
125,guidance,e221,conference,e220,allow,0,AP900816-0139.tml,AP900816-0139,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   ",
126,guidance,e221,embargo,e223,allow,0,AP900816-0139.tml,AP900816-0139,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   ",
127,allows,e35,conference,e220,allow,0,AP900816-0139.tml,AP900816-0139,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   ",
128,allows,e35,embargo,e223,allow,0,AP900816-0139.tml,AP900816-0139,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   ",
129,conference,e220,embargo,e223,allow,0,AP900816-0139.tml,AP900816-0139,"At a news conference, Secretary of State James A. Baker III saidJordan `` is seeking some guidance'' about a provision in theU.N.-backed trade embargo that allows food for humanitarianpurposes.   ",
130,authorize,e96,use,e97,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
131,authorize,e96,said,e99,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
132,authorize,e96,expected,e95,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
133,authorize,e96,interdict,e98,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
134,use,e97,said,e99,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
135,use,e97,expected,e95,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
136,use,e97,interdict,e98,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
137,said,e99,expected,e95,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
138,said,e99,interdict,e98,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
139,expected,e95,interdict,e98,authorize,0,AP900816-0139.tml,AP900816-0139,"Bush  was expected  to authorize navalcommanders  to use ``the minimum force necessary''  to interdictshipments to and from Iraq, a U.S. official said. ",
140,allow,e105,dispose,e102,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
141,allow,e105,know,e100,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
142,allow,e105,holding,e109,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
143,allow,e105,said,e99,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
144,allow,e105,completed,e111,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
145,allow,e105,continue,e108,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
146,dispose,e102,know,e100,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
147,dispose,e102,holding,e109,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
148,dispose,e102,said,e99,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
149,dispose,e102,completed,e111,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
150,dispose,e102,continue,e108,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
151,know,e100,holding,e109,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
152,know,e100,said,e99,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
153,know,e100,completed,e111,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
154,know,e100,continue,e108,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
155,holding,e109,said,e99,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
156,holding,e109,completed,e111,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
157,holding,e109,continue,e108,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
158,said,e99,completed,e111,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
159,said,e99,continue,e108,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
160,completed,e111,continue,e108,allow,0,wsj_1013.tml,WSJ891026-0043,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",
161,says,e50,cater,e49,allow,0,wsj_0927.tml,WSJ891026-0131,"The new services allow U.S. Trust to cater to the ""new wealth,"" Mr. Schwarz says.    ",
162,says,e50,allow,e47,allow,0,wsj_0927.tml,WSJ891026-0131,"The new services allow U.S. Trust to cater to the ""new wealth,"" Mr. Schwarz says.    ",
163,cater,e49,allow,e47,allow,0,wsj_0927.tml,WSJ891026-0131,"The new services allow U.S. Trust to cater to the ""new wealth,"" Mr. Schwarz says.    ",
164,amass,e142,request,e138,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
165,amass,e142,receptive,e2011,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
166,amass,e142,mount,e143,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
167,amass,e142,bid,e2012,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
168,removal,e139,amass,e142,let,2,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",1.0
169,amass,e142,let,e141,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
170,request,e138,receptive,e2011,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
171,request,e138,mount,e143,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
172,request,e138,bid,e2012,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
173,request,e138,removal,e139,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
174,request,e138,let,e141,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
175,receptive,e2011,mount,e143,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
176,receptive,e2011,bid,e2012,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
177,receptive,e2011,removal,e139,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
178,receptive,e2011,let,e141,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
179,mount,e143,bid,e2012,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
180,removal,e139,mount,e143,let,2,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",1.0
181,mount,e143,let,e141,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
182,bid,e2012,removal,e139,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
183,bid,e2012,let,e141,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
184,removal,e139,let,e141,let,0,wsj_0745.tml,WSJ891027-0150,"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford. ",
185,risks,e17,dictating,e452,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
186,risks,e17,war,e22,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
187,risks,e17,seize,e25,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
188,risks,e17,carries,e16,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
189,risks,e17,avoid,e21,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
190,risks,e17,continued,e14,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
191,risks,e17,enabled,e23,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
192,risks,e17,effort,e19,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
193,risks,e17,rejection,e18,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
194,dictating,e452,war,e22,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
195,dictating,e452,seize,e25,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
196,dictating,e452,carries,e16,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
197,dictating,e452,avoid,e21,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
198,dictating,e452,continued,e14,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
199,dictating,e452,enabled,e23,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
200,dictating,e452,effort,e19,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
201,dictating,e452,rejection,e18,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
202,war,e22,seize,e25,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
203,war,e22,carries,e16,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
204,war,e22,avoid,e21,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
205,war,e22,continued,e14,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
206,war,e22,enabled,e23,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
207,war,e22,effort,e19,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
208,war,e22,rejection,e18,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
209,seize,e25,carries,e16,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
210,seize,e25,avoid,e21,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
211,seize,e25,continued,e14,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
212,seize,e25,enabled,e23,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
213,seize,e25,effort,e19,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
214,rejection,e18,seize,e25,enable,2,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,1.0
215,carries,e16,avoid,e21,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
216,carries,e16,continued,e14,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
217,carries,e16,enabled,e23,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
218,carries,e16,effort,e19,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
219,carries,e16,rejection,e18,enable,0,WSJ910225-0066.tml,WSJ910225-0066,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,
