sentence,event1,event2,signal,Doc name,Doc ID 
dissipated,build,block,2010.02.03.cross.quake.resistant.housing.tml,2010.02.03.cross.quake.resistant.housing,"What that generates is a design which flexes when the earthquake strikes, the energy of the earthquake is dissipated through the many framing elements of the building, and the energy is lost in the friction between the timber and the stone infill....A concrete-block building which is n't able to flex is more apt to collapse...."
dissipated,lost,block,2010.02.03.cross.quake.resistant.housing.tml,2010.02.03.cross.quake.resistant.housing,"What that generates is a design which flexes when the earthquake strikes, the energy of the earthquake is dissipated through the many framing elements of the building, and the energy is lost in the friction between the timber and the stone infill....A concrete-block building which is n't able to flex is more apt to collapse...."
build,lost,block,2010.02.03.cross.quake.resistant.housing.tml,2010.02.03.cross.quake.resistant.housing,"What that generates is a design which flexes when the earthquake strikes, the energy of the earthquake is dissipated through the many framing elements of the building, and the energy is lost in the friction between the timber and the stone infill....A concrete-block building which is n't able to flex is more apt to collapse...."
held,enslaved,hold,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"Even before her 18th birthday, Maria had already been enslaved by a gang of human traffickers and held in captivity for four months in her homeland of Mexico."
laughing,hitting,keep,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """
laughing,enjoying,keep,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """
laughing,kept,keep,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """
hitting,enjoying,keep,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """
hitting,kept,keep,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """
enjoying,kept,keep,2010.01.13.mexico.human.traffic.drug.tml,2010.01.13.mexico.human.traffic.drug,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """
fall,blocked,block,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
fall,tried,block,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
fall,falling,block,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
blocked,tried,block,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
blocked,falling,block,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,falling,block,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
said,collapsed,hinder,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"A U.S. aviation source said the control tower at the Port-au-Prince international airport collapsed, possibly hindering efforts to fly relief supplies into the country."
set,won,hold,2010.03.02.health.care.tml,2010.03.02.health.care,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat."
set,held,hold,2010.03.02.health.care.tml,2010.03.02.health.care,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat."
set,lost,hold,2010.03.02.health.care.tml,2010.03.02.health.care,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat."
won,held,hold,2010.03.02.health.care.tml,2010.03.02.health.care,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat."
won,lost,hold,2010.03.02.health.care.tml,2010.03.02.health.care,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat."
held,lost,hold,2010.03.02.health.care.tml,2010.03.02.health.care,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat."
dipped,keeping,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
dipped,expected,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
dipped,keep,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
dipped,dip,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
dipped,said,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
keeping,expected,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
keeping,keep,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
keeping,dip,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
keeping,said,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
expected,keep,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
expected,dip,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
expected,said,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
keep,dip,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
keep,said,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
dip,said,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"Meanwhile, the National Weather Service was keeping an eye on a dangerous mix of ice and snow expected in the Southeast, where temperatures have dipped between 10 to 35 degrees below normal for the past two weeks, said CNN meteorologist Jacqui Jeras."
helping,keep,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas."
helping,cheered,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas."
helping,said,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas."
keep,cheered,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas."
keep,said,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas."
cheered,said,keep,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas."
caused,denies,deny,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"The Iranian government denies that any of the deaths were caused by official security forces, but the clashes -- depicted in sometimes grainy and shaky amateur videos that show a number of protesters with serious and possibly fatal injuries, including some with apparent gunshot wounds -- appear to tell a different story."
caused,tell,deny,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"The Iranian government denies that any of the deaths were caused by official security forces, but the clashes -- depicted in sometimes grainy and shaky amateur videos that show a number of protesters with serious and possibly fatal injuries, including some with apparent gunshot wounds -- appear to tell a different story."
caused,depicted,deny,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"The Iranian government denies that any of the deaths were caused by official security forces, but the clashes -- depicted in sometimes grainy and shaky amateur videos that show a number of protesters with serious and possibly fatal injuries, including some with apparent gunshot wounds -- appear to tell a different story."
denies,tell,deny,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"The Iranian government denies that any of the deaths were caused by official security forces, but the clashes -- depicted in sometimes grainy and shaky amateur videos that show a number of protesters with serious and possibly fatal injuries, including some with apparent gunshot wounds -- appear to tell a different story."
denies,depicted,deny,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"The Iranian government denies that any of the deaths were caused by official security forces, but the clashes -- depicted in sometimes grainy and shaky amateur videos that show a number of protesters with serious and possibly fatal injuries, including some with apparent gunshot wounds -- appear to tell a different story."
tell,depicted,deny,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"The Iranian government denies that any of the deaths were caused by official security forces, but the clashes -- depicted in sometimes grainy and shaky amateur videos that show a number of protesters with serious and possibly fatal injuries, including some with apparent gunshot wounds -- appear to tell a different story."
stop,issue,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
stop,making,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
stop,told,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
stop,said,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
issue,making,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
issue,told,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
issue,said,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
making,told,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
making,said,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
told,said,stop,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Yours truly and friends are still being told that'If you do n't issue announcements, the people will not take to the streets and will stop demonstrating, making the return of calm and stability possible throughout the country,' "" Moussavi said."""
called,join,hold,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"""During a joint news conference, held with Lebanese Prime Minister Saad Hariri, Erdogan called for the international community "" to warn Israel about its nuclear arsenal just like it did with Iran, "" ANA reported."
called,reported,hold,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"""During a joint news conference, held with Lebanese Prime Minister Saad Hariri, Erdogan called for the international community "" to warn Israel about its nuclear arsenal just like it did with Iran, "" ANA reported."
called,held,hold,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"""During a joint news conference, held with Lebanese Prime Minister Saad Hariri, Erdogan called for the international community "" to warn Israel about its nuclear arsenal just like it did with Iran, "" ANA reported."
join,reported,hold,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"""During a joint news conference, held with Lebanese Prime Minister Saad Hariri, Erdogan called for the international community "" to warn Israel about its nuclear arsenal just like it did with Iran, "" ANA reported."
join,held,hold,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"""During a joint news conference, held with Lebanese Prime Minister Saad Hariri, Erdogan called for the international community "" to warn Israel about its nuclear arsenal just like it did with Iran, "" ANA reported."
reported,held,hold,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"""During a joint news conference, held with Lebanese Prime Minister Saad Hariri, Erdogan called for the international community "" to warn Israel about its nuclear arsenal just like it did with Iran, "" ANA reported."
attending,prevent,prevent,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The ban would prevent Al-Muhajiroun from having meetings or raising money, and it would make attending a meeting or being a member of the group a crime."
attending,make,prevent,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The ban would prevent Al-Muhajiroun from having meetings or raising money, and it would make attending a meeting or being a member of the group a crime."
prevent,make,prevent,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The ban would prevent Al-Muhajiroun from having meetings or raising money, and it would make attending a meeting or being a member of the group a crime."
told,bans,stop,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"We're not going to stop because the government bans an organization, "" he told CNN by phone."""
return,created,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
return,blocked,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
return,slowed,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
return,returns,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
created,blocked,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
created,slowed,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
created,returns,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
blocked,slowed,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
blocked,returns,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
slowed,returns,block,2010.01.13.google.china.exit.tml,2010.01.13.google.china.exit,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
told,increased,save,2010.03.22.africa.elephants.ivory.trade.tml,2010.03.22.africa.elephants.ivory.trade,"It's welcome news, but my anxieties remain about the increased levels of poaching in Africa, "" Save the Elephant's Dr. Ian Douglas-Hamilton told CNN."
told,remain,save,2010.03.22.africa.elephants.ivory.trade.tml,2010.03.22.africa.elephants.ivory.trade,"It's welcome news, but my anxieties remain about the increased levels of poaching in Africa, "" Save the Elephant's Dr. Ian Douglas-Hamilton told CNN."
increased,remain,save,2010.03.22.africa.elephants.ivory.trade.tml,2010.03.22.africa.elephants.ivory.trade,"It's welcome news, but my anxieties remain about the increased levels of poaching in Africa, "" Save the Elephant's Dr. Ian Douglas-Hamilton told CNN."
visit,fueled,stop,2010.01.18.sherlock.holmes.tourism.london.tml,2010.01.18.sherlock.holmes.tourism.london,"About 70,000 visitors a year stop by the Victorian lodging house, though officials are expecting a spike of interest fueled by the new movie."
visit,expecting,stop,2010.01.18.sherlock.holmes.tourism.london.tml,2010.01.18.sherlock.holmes.tourism.london,"About 70,000 visitors a year stop by the Victorian lodging house, though officials are expecting a spike of interest fueled by the new movie."
fueled,expecting,stop,2010.01.18.sherlock.holmes.tourism.london.tml,2010.01.18.sherlock.holmes.tourism.london,"About 70,000 visitors a year stop by the Victorian lodging house, though officials are expecting a spike of interest fueled by the new movie."
hold,said,hold,2010.03.23.how.get.headhunted.tml,2010.03.23.how.get.headhunted,"Most sectors have industry associations that hold conferences, "" said Felix."""
